1,7.3690982
2,1.2499347
3,3.7104976
4,2.7282262
5,0.6559896
6,0.2961607
7,4.6479530
8,0.2115708
9,5.8014932
10,3.9845479
11,1.3537961
12,1.2350267
13,2.7633603
14,3.3988674
15,6.1777320
16,2.6904678
17,10.9935408
18,3.3519161
19,23.1215096
20,12.1364336
21,2.1746359
22,13.2466078
23,8.5741987
24,6.4935255
25,10.9023943
26,11.0322332
27,4.9182625
28,0.9541857
29,2.1853676
30,15.7584743
31,8.0869150
32,1.9757490
33,6.8943915
34,9.2064304
35,6.6702685
36,5.7081270
37,3.5471423
38,2.4199104
39,2.2575378
40,3.2235818
41,4.4719534
42,3.7371855
43,4.1279550
44,5.1474533
45,1.2754618
46,0.6805533
47,2.2282748
48,8.8425741
49,6.9997287
50,6.8076429
51,3.7340555
52,0.9747484
53,1.7263139
54,5.6921592
55,4.2783842
56,1.7326154
57,3.0909274
58,15.8476744
59,2.4137120
60,19.2018948
61,38.5789413
62,4.4463696
63,6.8148799
64,2.4469471
65,7.0659719
66,2.9372215
67,9.5891485
68,8.7755060
69,14.3935337
70,8.4843044
71,19.4493752
72,7.9072900
73,11.9357243
74,12.0527601
75,5.0899124
76,8.4836416
77,0.4959232
78,14.8008099
79,20.5171680
80,6.4794564
81,2.1310828
82,3.0188990
83,10.9627066
84,9.9256697
85,19.1256447
86,2.2199931
87,11.5926266
88,3.6915855
89,4.9772792
90,7.9743614
91,2.5181274
92,4.6536865
93,11.4680033
94,7.5328741
95,2.6854782
96,15.0348759
97,5.9760442
98,3.4117241
99,1.2330772
100,3.7120552
101,7.8568850
102,36.3099518
103,1.0747108
104,1.5312760
105,3.5321789
106,9.2219877
107,2.4713645
108,4.7983685
109,4.7472196
110,3.0733175
111,11.6978903
112,3.0086453
113,4.6396446
114,9.7516184
115,6.6664867
116,1.6561792
117,1.3176363
118,4.4219851
119,4.1801643
120,4.1460562
121,1.6812623
122,1.3393043
123,4.3015037
124,6.8739676
125,9.1548576
126,9.4806824
127,11.9041080
128,8.2039614
129,7.3958192
130,4.3455582
131,4.7102127
132,5.5950446
133,10.0212669
134,1.6785167
135,4.3633313
136,5.8297582
137,1.3995410
138,0.2501515
139,4.7090139
140,4.9805512
141,1.6785167
142,6.0319877
143,15.0030088
144,11.5639791
145,7.5525770
146,5.1221938
147,0.9729778
148,7.6918793
149,3.3598039
150,5.7533665
151,3.4662235
152,1.1648244
153,1.8166809
154,3.6695251
155,8.2747488
156,3.2308686
157,3.3229012
158,9.7516394
159,2.8406024
160,2.8250813
161,1.2889903
162,2.3140528
163,2.5377407
164,35.5844727
165,11.5284996
166,3.5433402
167,6.2700157
168,4.1122866
169,3.6312625
170,7.7313914
171,14.3906956
172,1.0535823
173,12.0351963
174,11.3790159
175,7.9611278
176,2.9439957
177,21.7057190
178,10.0723982
179,4.1991186
180,6.4859672
181,2.7314522
182,6.1831141
183,1.0039076
184,7.2621179
185,23.8797951
186,6.2403536
187,28.8569889
188,5.0333281
189,16.7894249
190,3.5684354
191,8.4402781
192,1.0229357
193,3.8111074
194,14.7409000
195,4.7300735
196,45.9377289
197,20.8970585
198,4.5449834
199,2.4697907
200,12.1914272
201,2.0011261
202,2.7569170
203,12.3177643
204,8.0988932
205,7.6883483
206,5.3029265
207,3.4337285
208,3.9228451
209,3.6111622
210,8.2010860
211,6.8495526
212,9.5146961
213,9.8582850
214,12.3143473
215,4.2727985
216,4.0917702
217,18.5943336
218,5.7240229
219,9.9512758
220,9.1877403
221,20.9499645
222,7.2288594
223,15.2064199
224,3.4796250
225,9.8386450
226,16.2551117
227,2.5047586
228,17.1129475
229,10.2340727
230,12.7446766
231,10.1553373
232,7.0567455
233,29.6238403
234,5.2843847
235,15.0483208
236,12.0935163
237,10.7912350
238,1.5296518
239,5.3488441
240,13.5768127
241,3.0879054
242,2.3879099
243,6.8263102
244,0.7390217
245,13.1470928
246,9.9565163
247,17.4359035
248,13.4035835
249,23.4074306
250,6.7029829
251,14.7044535
252,2.1526411
253,10.8818016
254,2.6956978
255,19.0121803
256,9.4636564
257,9.3556175
258,12.1374283
259,43.1752968
260,23.1430950
261,23.5486946
262,5.4103289
263,5.3837223
264,16.5202007
265,23.1526394
266,25.4783020
267,7.8978205
268,6.5134258
269,5.5366144
270,3.2625725
271,7.7746983
272,4.5923848
273,16.4426308
274,3.9439497
275,20.2396832
276,6.5845470
277,3.5963378
278,4.3300509
279,7.3300619
280,5.7320728
281,4.4009948
282,74.8164978
283,13.3852634
284,4.3049679
285,6.1629863
286,18.9338398
